Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,CPVAE_cluster
N900_RS00685,DNA starvation/stationary phase protection protein,2.647033,3.6238515,-0.075475074,-1.0183277,0.32163522,0.1981092,0.61452115,1.6601439,1.4176418333333336,-0.58104,4.0655,12h_SI2,12h,SI2,6h_SI4,6h,SI4,4.64654,1
N900_RS00690,VC_0140,1.1226667,-0.5795951,0.2292887,-2.2650084,-0.46688187,1.3048396,0.46048316,-0.33408907,-0.4742885166666667,-2.5567,4.7887,6h_SI6,6h,SI6,1h_ce,1h,ce,7.345400000000001,1
N900_RS00695,VC_0142,2.2692943,0.94966954,-0.59953475,0.29500315,0.5327629,1.6469809,1.052638,0.92103404,1.51118885,-0.13062,5.802,6h_ce,6h,ce,1h_ce,1h,ce,5.93262,1
N900_RS00705,Pseudogene_N900_RS00705,-0.7322894,0.6321373,0.25939667,0.48349947,0.68237484,-1.769078,0.23930752,-1.9571463,0.6146072500000002,-1.1903,5.5069,12h_SI4,12h,SI4,6h_st,6h,st,6.6972,1
N900_RS00710,lysoplasmalogenase_1,5.569021,3.5781946,-2.1240654,-0.92843336,-0.4301582,-2.742343,0.5928604,0.9133071,1.4763866666666665,0.18203,4.2859,6h_ce,6h,ce,6h_st,6h,st,4.10387,0
N900_RS00715,VC_0145,2.99247,3.4301875,-2.9998062,-0.90490806,-0.6660607,-1.9912852,-0.6524324,2.1299744,0.6058417166666668,-0.87444,3.6763,12h_st,12h,st,3h_SI3,3h,SI3,4.55074,0
N900_RS00720,rsmD,1.694941,2.9827394,-4.5149994,-0.622113,-2.4119833,-3.6849036,0.10387514,2.9281237,0.5461251500000001,-1.1989,3.7187,6h_SI1,6h,SI1,12h_SI1,12h,SI1,4.9176,0
N900_RS00730,ftsE,1.9530034,1.1580439,-1.1687124,0.19782221,0.5092231,-1.6308379,0.056288235,-2.2219634,0.008029538233333333,6.3514e-05,0.14335,6h_SI7,6h,SI7,6h_st,6h,st,0.14328648600000002,1
N900_RS00735,ftsX,5.4996667,2.3976524,-1.3174433,-1.1503887,-0.74366033,-0.851524,-0.09252206,-0.4506819,1.1239662949999998,-0.88995,4.8428,24h_ce,24h,ce,6h_st,6h,st,5.73275,0
N900_RS00745,sthA,3.9037151,2.8930557,-2.9967797,0.04386369,-0.7607336,-2.0134006,0.3064589,3.3895392,1.1094407333333336,-0.28939,3.4948,3h_co,3h,co,3h_SI5,3h,SI5,3.78419,0
N900_RS00750,fabR,5.174694,3.3268821,-1.183253,0.29256925,-0.12217566,-1.3292521,0.43536723,2.6638727,1.2588140316666667,-0.26161,3.877,3h_ce,3h,ce,3h_st,3h,st,4.13861,0
N900_RS00755,yijd,3.673528,2.1217244,0.75056535,0.17793807,-0.8571427,-0.5761132,-0.41617665,0.73834646,0.9526409666666666,-0.63701,6.2139,1h_ce,1h,ce,6h_SI1,6h,SI1,6.85091,1
N900_RS00760,trmA,4.24623,3.3648977,-2.244104,-0.61755496,0.11281374,-1.1654443,0.26241282,0.37747103,1.3786812833333333,0.015237,4.1149,3h_st,3h,st,3h_SI3,3h,SI3,4.099663,0
N900_RS00765,btuB,3.0039334,2.9512687,-0.5820617,-1.173174,0.5841588,-3.348838,0.20929298,0.37980595,0.8134078183333333,-0.39857,3.9313,24h_SI8,24h,SI8,3h_st,3h,st,4.32987,0
N900_RS00770,S8 family peptidase,4.4569745,3.0091882,-2.5942657,-0.41290233,-0.45668542,-2.4920838,0.2501268,1.8098972,0.9447001833333333,-0.42231,3.5087,1h_st,1h,st,3h_SI1,3h,SI1,3.93101,0
N900_RS00780,RNA-binding protein,2.9077437,2.32328,-1.8343086,0.5249881,1.4424158,-2.0753214,0.84120613,3.4802895,0.9666030216666667,-0.8883,4.0206,12h_SI1,12h,SI1,3h_st,3h,st,4.9089,0
N900_RS00810,add,2.974402,1.8144675,-3.4650748,-0.816454,-0.058073428,-1.6788089,0.979847,1.4292165,0.6931469433333333,-0.74171,4.4996,1h_SI1,1h,SI1,3h_SI1,3h,SI1,5.24131,0
N900_RS00815,VC_2750,4.232828,2.6646926,-2.3100626,-0.04857557,-0.510103,-0.44334024,0.40759578,0.78020495,1.4899632666666662,-0.048524,4.7778,1h_st,1h,st,3h_SI2,3h,SI2,4.826324,0
N900_RS00820,ntrC,-0.5587401,2.6971028,-3.6549444,0.2259342,-0.119559765,-3.4005146,0.19398007,1.3702357,1.3368653666666666,-0.52513,4.7884,1h_SI8,1h,SI8,1h_co,1h,co,5.31353,0
N900_RS00825,ntrB,4.9913044,2.5545824,-2.3975155,-0.74103796,-0.59771466,-1.7752463,0.93944365,0.4080705,0.7965356883333333,-0.76746,3.5315,3h_SI4,3h,SI4,6h_st,6h,st,4.29896,0
N900_RS00830,VC_2747,4.0656905,3.9521859,0.45803383,-1.5505679,-1.4103694,0.101095095,-0.12560391,1.7732214,0.5607836883333334,-0.8329,3.6627,3h_SI1,3h,SI1,3h_SI3,3h,SI3,4.4956,0
N900_RS00835,glnA,3.4045494,0.07587335,0.22083423,-2.7621276,0.55109894,-0.15301773,0.14404431,-0.38872585,0.8209512333333334,-2.1525,4.3908,12h_ce,12h,ce,1h_ce,1h,ce,6.5432999999999995,1
N900_RS00840,VC_2745,2.881813,1.8017917,-3.7907822,1.4820896,-1.5770324,-2.7972507,-0.4146209,2.860731,1.4161308683333333,-0.877,5.6434,1h_co,1h,co,3h_SI1,3h,SI1,6.5203999999999995,0
N900_RS00845,typA,5.3013086,3.6086977,-2.5130157,-0.08770916,-0.56144446,-0.53726685,0.4442015,2.0988905,0.78737738,-0.89425,3.5806,1h_st,1h,st,3h_SI3,3h,SI3,4.47485,0
N900_RS00850,ATPase,2.7688859,3.7488842,-1.3883383,-0.43925753,-1.9856336,-0.8726946,-0.27202946,-0.14283058,1.2699065,-0.42999,4.2667,6h_SI3,6h,SI3,3h_SI4,3h,SI4,4.69669,0
N900_RS00855,VC0395_A2314_BLAST,4.1148925,3.087333,-1.4080893,-1.08377,-0.13541323,-0.79919755,0.85082513,0.5445199,0.678074905,-0.96636,3.8005,12h_st,12h,st,6h_SI2,6h,SI2,4.76686,0
N900_RS00860,dtd,3.225687,3.067878,-3.4543142,-0.7192065,-0.2689771,-2.3868108,0.93604445,2.2952173,1.215039201666667,-0.32542,4.8978,3h_SI3,3h,SI3,3h_SI5,3h,SI5,5.22322,0
N900_RS00865,GNAT family N-acetyltransferase_2,4.1830115,3.766314,-1.5090941,-1.1573493,-0.8576648,-1.4388212,0.43014365,-0.20525339,0.7499508216666666,-0.54857,4.1935,3h_st,3h,st,6h_st,6h,st,4.74207,0
N900_RS00870,asma_2,4.007369,3.7468526,-0.12300386,-1.0908948,-0.45904014,-1.5329304,0.55137056,0.7234259,1.1580553666666666,-0.20654,3.6105,12h_st,12h,st,12h_SI1,12h,SI1,3.81704,0
N900_RS00875,pckA,1.795352,3.1816933,-1.3716296,1.2482324,-1.1721333,0.7159177,-0.12357682,0.93427527,1.7890471666666667,-0.21375,5.4573,1h_SI9,1h,SI9,3h_SI2,3h,SI2,5.67105,1
N900_RS00880,hslo,4.2664704,1.495735,-0.3674446,-2.015275,-1.5395654,-0.80320656,-0.16427523,-0.7216465,-0.5956317333333333,-3.5484,3.2289,6h_SI7,6h,SI7,1h_st,1h,st,6.7773,1
N900_RS00885,hslR,2.0480351,3.2627764,-1.0351014,0.3098027,-0.44374034,-3.952325,0.27303123,0.059269413,1.586963933333333,-0.24213,6.3869,1h_co,1h,co,3h_SI5,3h,SI5,6.62903,0
N900_RS00890,gspC,2.6089606,3.7716682,-3.96427,-0.69454443,0.42458043,-3.2894726,0.99162465,3.1444461,0.7925288999999999,-0.90995,4.1697,12h_SI1,12h,SI1,3h_SI1,3h,SI1,5.07965,0
N900_RS00895,gspD,6.716792,1.7129841,0.11164416,0.11904576,0.42828164,-0.5420807,0.07405501,-0.2349011,1.7179854600000002,-0.15869,3.9483,6h_SI9,6h,SI9,12h_st,12h,st,4.10699,0
N900_RS00900,gspE,6.687756,1.635511,0.18196532,0.16596907,0.4253278,-0.4233517,0.056875043,-0.26894638,1.7992057999999995,-0.10818,4.0041,6h_SI9,6h,SI9,12h_st,12h,st,4.11228,0
N900_RS00905,gspF,6.4467096,1.895687,-0.111724444,0.28040555,0.4220598,-0.8668954,0.114463024,-0.07431277,1.8910172000000003,-0.065448,4.0416,6h_SI9,6h,SI9,12h_st,12h,st,4.107048,0
N900_RS00910,gspG,6.329047,1.5837615,-0.030118689,-0.27658802,0.29718173,-0.540651,0.07100614,-0.11077274,1.9260644333333337,-0.067187,5.3857,6h_SI9,6h,SI9,1h_co,1h,co,5.452887,0
N900_RS00915,epsH,3.0205674,0.009423554,-0.77918106,1.2123142,-1.0345335,0.09921295,-0.26698488,0.24591827,-0.012676316666666698,-4.0234,3.8558,1h_SI6,1h,SI6,12h_SI3,12h,SI3,7.879199999999999,1
N900_RS00920,gspI,6.706014,1.6658143,0.13775524,0.121202655,0.43364587,-0.5006209,0.061742075,-0.25275522,1.8283991166666667,-0.061413,4.0456,6h_SI9,6h,SI9,12h_st,12h,st,4.107013,0
N900_RS00925,gspJ,2.1330218,0.6578399,0.28965288,-0.21178398,0.45056412,1.0606477,1.3883232,1.1577586,0.005504218653333334,-0.00016616,0.31094,12h_ce,12h,ce,6h_SI2,6h,SI2,0.31110616,1
N900_RS00930,epsK,6.635563,1.6590244,0.19577718,0.15045154,0.3177091,-0.37070912,0.031651743,-0.30345342,0.9858294983333333,-0.8007,3.0919,12h_SI9,12h,SI9,12h_st,12h,st,3.8926,0
N900_RS00940,epsM,6.0678983,1.883365,-0.011480153,-0.0037292466,0.13280515,-0.6363653,0.071551524,-0.12560105,0.7762354333333334,-1.2819,2.7012,12h_SI7,12h,SI7,12h_st,12h,st,3.9831000000000003,0
N900_RS00945,epsN,4.8595896,3.7598875,-2.7081647,0.08712018,-0.16879477,-1.8565753,1.0937037,3.1578548,0.8750885166666665,-0.65876,4.3504,1h_st,1h,st,6h_SI4,6h,SI4,5.00916,0
N900_RS00950,cysQ,0.43136817,1.4477062,1.5644357,-1.6726098,-0.14246896,2.7154884,-0.31007,0.5354705,0.08073376333333333,-1.6257,2.6415,12h_SI1,12h,SI1,3h_SI3,3h,SI3,4.2672,1
N900_RS00955,nudE,1.963175,3.4468296,-0.14180923,-0.054094948,-1.8084528,0.38404378,-0.011932425,1.4881259,1.54856882,-0.51481,4.6003,6h_SI1,6h,SI1,6h_ce,6h,ce,5.11511,1
N900_RS00960,nfua,4.273585,0.23483545,0.5701141,0.2486853,1.1119684,0.1603454,0.083959155,-0.71565425,-1.3659276666666662,-3.6879,0.95215,12h_ce,12h,ce,6h_SI1,6h,SI1,4.6400500000000005,1
N900_RS00970,bioH,2.1291192,1.9396634,-0.42301935,-2.3420963,-0.93037295,0.58702767,0.4811524,1.4634876,-0.5623147283333334,-2.94,3.8849,12h_SI8,12h,SI8,6h_SI2,6h,SI2,6.8248999999999995,1
N900_RS00975,VC_2717,4.6997037,3.2444804,-1.8744801,0.023863085,0.54068816,-2.0070393,1.2623885,1.1652346,0.98581255,-0.3205,4.1587,12h_st,12h,st,3h_SI3,3h,SI3,4.4792,0
N900_RS00980,yhgF,5.2503777,3.6819694,-0.45531878,-0.43484977,-0.21445659,-2.405329,0.3291837,0.5179127,1.3155077999999998,-0.32711,4.873,3h_co,3h,co,3h_st,3h,st,5.2001100000000005,0
N900_RS00985,greB,4.1381397,2.5715928,-0.11263945,-0.5415998,0.5965564,-1.5691348,0.7758554,0.5159853,1.3064548999999999,0.031384,4.8293,3h_SI4,3h,SI4,3h_SI2,3h,SI2,4.797916,0
N900_RS00990,ompR,5.3910623,3.110283,-0.9060663,0.32974538,-0.39334822,-1.2034678,0.052968517,1.633904,1.5554377499999998,-0.15497,4.418,1h_SI4,1h,SI4,3h_SI4,3h,SI4,4.57297,0
N900_RS00995,envZ,4.9316063,3.5915961,-2.69284,-0.91794634,-1.5946299,-0.31725717,-0.0962209,2.1744778,1.1194395499999998,-0.43255,3.3601,6h_st,6h,st,3h_SI3,3h,SI3,3.79265,0
N900_RS01000,xanP_BLAST,3.6003702,2.6910892,-2.3239002,-0.53545153,0.089009345,-0.7099914,0.212861,1.5800875,1.540607833333333,0.29104,4.2086,3h_st,3h,st,3h_SI2,3h,SI2,3.9175599999999995,0
N900_RS01005,recG,3.2139976,3.0103195,-3.557648,-0.5624635,-1.2759511,-1.4001334,0.104375325,1.7551112,0.9813041833333335,-0.74057,4.7796,6h_SI2,6h,SI2,12h_SI2,12h,SI2,5.52017,0
N900_RS01015,rpoZ,-0.23963101,2.8125396,-1.239745,-0.6586702,-0.2807003,-2.4013937,-0.31554773,0.4908037,1.6308918333333335,-0.04551,5.209,3h_ce,3h,ce,3h_SI5,3h,SI5,5.25451,1
N900_RS01025,yhhQ,3.2104208,2.0997865,-2.3971193,-0.590737,1.2876743,-2.5082836,0.75203365,0.48087612,1.2226435700000002,-0.51245,4.5734,6h_SI3,6h,SI3,1h_SI1,1h,SI1,5.085850000000001,0
N900_RS01030,actP,4.7509236,3.6341822,-2.3815153,-0.5321342,-0.054515403,-2.8918614,1.169549,1.4360205,1.3509199833333332,-0.067191,3.7989,3h_ce,3h,ce,6h_st,6h,st,3.866091,0
N900_RS01035,VC_2704,1.1619792,2.0775177,-0.95137554,0.30770403,-0.3483167,1.3824202,0.7352558,1.0163164,0.4485096366666666,-1.6395,3.4016,6h_SI3,6h,SI3,6h_SI4,6h,SI4,5.0411,1
N900_RS01040,nhaP2,3.8122938,3.9086,-3.9485207,0.30299386,-1.0517035,-2.4046416,0.5262202,3.3851185,1.139512368333333,-0.49865,3.465,6h_st,6h,st,6h_SI4,6h,SI4,3.96365,0
N900_RS01045,narL,-0.7930395,1.8126767,-1.5037793,1.0960628,0.062161952,-1.2360727,1.1888244,1.7234484,1.3651410000000006,-1.2863,4.9004,1h_SI9,1h,SI9,3h_SI5,3h,SI5,6.1867,1
N900_RS01050,dsbd,2.4199107,4.0679245,-1.9409007,-2.1208181,-1.1090556,-2.0009542,0.8794454,1.6108928,0.6178930349999999,-1.6209,4.5477,24h_SI5,24h,SI5,3h_SI4,3h,SI4,6.1686,0
N900_RS01065,dcuA,4.1572757,1.621412,-1.5551379,-0.18854913,-1.8368082,-1.0981994,0.35114795,0.7559427,1.1497961333333333,-1.2017,5.2623,6h_SI5,6h,SI5,6h_SI3,6h,SI3,6.4639999999999995,0
N900_RS01070,aspA,2.2108276,0.8584434,0.61742496,-1.247311,0.007842198,0.36521855,0.117715426,-0.30037406,-0.3583605450000001,-3.2603,2.2554,6h_co,6h,co,6h_SI1,6h,SI1,5.5157,1
N900_RS01075,VC_2697,3.2984533,3.1573243,-1.7288166,-1.0957187,-1.1211822,-3.952222,0.23408762,0.4437621,0.8340658133333334,-0.7754,3.6524,6h_SI1,6h,SI1,6h_st,6h,st,4.4278,0
N900_RS01080,fxsA,1.4903313,3.1848261,0.10956301,0.3842294,-0.16830358,1.563428,1.1250839,1.0264354,1.4557199833333334,-0.64076,4.3479,1h_ce,1h,ce,3h_SI3,3h,SI3,4.98866,1
N900_RS01085,trmL,3.1767774,2.8629675,0.09001592,1.3086818,0.7899654,1.1559675,0.67010975,1.5117682,1.53203315,0.063819,4.7439,3h_SI5,3h,SI5,3h_SI2,3h,SI2,4.680081,1
N900_RS01090,superoxide dismutase,0.5248108,4.131975,-0.98866254,-1.176451,-0.21749327,-0.6049708,1.2773331,-0.04287126,0.7178741116666667,-0.77886,3.6767,12h_SI1,12h,SI1,1h_ce,1h,ce,4.45556,1
N900_RS01095,cpxA,2.6874914,3.3405702,-1.100132,-2.289938,-0.9673668,-1.3356619,0.3490732,2.2520366,0.2404347733333333,-1.3497,2.8731,6h_st,6h,st,1h_SI1,1h,SI1,4.222799999999999,0
N900_RS01100,cpxR,-0.18432294,1.0640336,-3.2826564,-0.94660866,1.064026,-3.7777572,1.1466857,2.4984157,0.2803164166666667,-1.7866,3.3916,12h_SI2,12h,SI2,3h_SI1,3h,SI1,5.1782,0
N900_RS01105,cpxp,5.1237125,3.1318908,-0.2241148,-0.45797518,-0.64940035,-1.9363767,0.94717497,1.0151322,1.6984868333333332,0.20187,5.296,1h_SI8,1h,SI8,3h_st,3h,st,5.09413,0
N900_RS01110,fieF,3.7928238,4.2728143,-2.658663,-0.7965009,-1.0948967,-1.6115745,0.55753887,1.5503051,0.7046117333333334,-0.79582,3.121,3h_st,3h,st,3h_SI4,3h,SI4,3.91682,0
N900_RS01115,pfkA,5.41707,1.5051209,0.69782734,0.1823982,-0.026476488,-0.6525967,0.024679467,-1.4918276,2.268976666666666,0.11509,10.534,12h_SI6,12h,SI6,12h_st,12h,st,10.41891,0
N900_RS01120,glpX,4.062199,2.017594,-1.2645363,-1.2344342,-0.96830153,-1.7853017,0.29349864,3.1581347,0.9094033816666666,-0.39211,4.2111,6h_st,6h,st,3h_st,3h,st,4.60321,0
N900_RS01125,zapB,1.7165886,0.5259976,0.5636342,-1.7903726,0.3348943,0.22688201,0.21160457,-1.3686944,-0.41199565,-2.2644,3.0583,6h_SI9,6h,SI9,3h_SI3,3h,SI3,5.3227,1
N900_RS01130,metF,3.8335764,3.0064046,-2.4117203,-0.45922863,0.4096047,-2.0371213,0.56390923,-0.13422766,0.9449273566666668,-0.58923,5.5767,1h_st,1h,st,6h_st,6h,st,6.1659299999999995,0
N900_RS01135,metL,4.95817,3.17651,-1.7229325,-0.67357045,-0.5569222,-1.6356411,0.5793232,0.7777456,1.2615714999999998,-0.06249,3.2244,3h_ce,3h,ce,1h_ce,1h,ce,3.28689,0
N900_RS01140,metB,0.9207193,3.3378904,1.3123937,-0.87605125,-0.87267685,-0.068817064,0.08499231,1.009375,0.5978118666666667,-0.9966,3.5194,6h_SI2,6h,SI2,3h_st,3h,st,4.516,1
N900_RS01145,metJ,0.54829353,0.64343256,-1.069644,0.7793701,0.88580954,-1.4204628,1.3952836,1.2152768,1.2044465833333333,-2.2597,6.1641,12h_SI8,12h,SI8,6h_SI4,6h,SI4,8.4238,1
N900_RS01150,maeB,3.7303894,2.4062285,-2.206047,-1.2506543,-1.0060781,-0.3073351,-0.969356,1.33943,1.4276850666666665,-0.19026,5.0015,6h_SI1,6h,SI1,1h_ce,1h,ce,5.19176,0
N900_RS01155,rpmE,6.730413,1.6548713,0.11319746,-0.07958936,0.40768704,-0.49552482,0.072207816,-0.25789797,1.1410749000000002,-0.78876,3.3251,6h_SI9,6h,SI9,12h_st,12h,st,4.11386,0
N900_RS01165,cytR,4.973703,3.3223612,-1.9810308,0.050306514,-0.39856192,-2.1779597,0.10128126,2.695151,1.2062650966666666,-0.61034,4.0942,1h_SI9,1h,SI9,3h_SI9,3h,SI9,4.70454,0
N900_RS01175,hslV,3.4159865,3.6356003,-0.15968314,0.08332249,-0.13184787,1.7402987,1.0574782,1.6429995,1.3820201166666666,-0.065906,4.9458,1h_SI7,1h,SI7,3h_SI3,3h,SI3,5.011706,1
N900_RS01180,hslU,-1.961623,3.294864,-2.1899736,-0.35473195,-0.8535335,-3.2762187,0.66131395,1.6242843,0.4620350833333333,-1.1661,3.2565,6h_SI3,6h,SI3,3h_SI4,3h,SI4,4.4226,1
N900_RS01185,menA,4.1702957,3.1590388,-1.4115462,1.55463,0.017018065,-1.9981633,0.34170586,2.3270905,2.154915,-0.73883,5.2524,1h_SI5,1h,SI5,3h_st,3h,st,5.99123,0
N900_RS01190,rraA,2.004306,3.2230563,-2.0778944,-0.8354478,-1.0085058,-0.48675054,0.5654672,2.1236947,1.1823383666666665,-0.34668,3.5693,6h_st,6h,st,3h_SI6,3h,SI6,3.9159800000000002,0
N900_RS01195,norM_1,2.3767517,2.310023,-1.4740627,-0.9935821,-2.230797,0.26030365,1.2419697,1.5975604,0.6347305333333334,-0.64557,3.7499,24h_SI3,24h,SI3,12h_SI1,12h,SI1,4.3954699999999995,1
N900_RS01200,tpiA,6.4594064,1.6271627,0.2531145,0.35860214,0.2580265,-0.28404653,-0.030660886,-0.3168015,1.5451854000000003,-0.37273,3.5903,12h_ce,12h,ce,12h_st,12h,st,3.96303,0
N900_RS01205,5-carboxymethyl-2-hydroxymuconate Delta-isomerase,4.3967547,2.8591743,-2.7076573,-0.90182036,-0.6216301,-2.7294822,0.06036327,0.81301075,0.9432351833333333,-0.30939,3.8912,1h_st,1h,st,3h_SI1,3h,SI1,4.20059,0
N900_RS01210,VC_2668,3.0396333,1.7314029,-2.7042992,-0.23586226,-0.165177,-0.25006562,-0.41674754,1.7281575,1.2921297166666668,-0.2177,5.089,6h_SI2,6h,SI2,3h_SI2,3h,SI2,5.3067,0
N900_RS01215,VC_2667,4.025016,3.6732032,-3.1893432,1.3062562,-0.6907296,-1.7931601,0.5555392,2.0752296,1.5249075,-0.67812,4.9795,1h_ce,1h,ce,3h_SI5,3h,SI5,5.65762,0
N900_RS01220,transcriptional regulator_1,0.7660302,2.8677025,-0.33409688,-0.7643735,-0.39817044,-2.20697,0.5598672,2.7115264,1.3818629166666667,-0.27229,5.7235,3h_SI9,3h,SI9,3h_st,3h,st,5.9957899999999995,1
N900_RS01235,VC_2662,3.1664,2.8462713,-3.6884038,-1.7236385,-0.7519053,-2.3574378,-0.29588744,2.0303583,0.6819741,-0.69568,4.122,12h_st,12h,st,3h_SI1,3h,SI1,4.81768,0
N900_RS01240,epmB,2.7358727,0.31535664,0.19306025,-0.051679187,-0.49366245,0.5541845,-0.3037363,-1.0280603,0.4452101,-2.6499,3.3108,6h_SI7,6h,SI7,1h_co,1h,co,5.9607,1
N900_RS01245,efp,2.4611013,0.17497125,-0.8047699,-0.6917869,-0.5314062,-1.046787,-0.4453144,-1.1749864,-0.27422691666666665,-2.8885,3.1408,6h_SI7,6h,SI7,3h_SI9,3h,SI9,6.0293,1
N900_RS01250,frdD,-0.6814867,1.7523537,-3.5861228,1.0138401,0.11939196,-4.544534,-0.5098181,1.1862181,1.46398275,-0.63528,5.7864,1h_SI5,1h,SI5,3h_SI1,3h,SI1,6.42168,0
N900_RS01255,frdC,-1.3266329,3.3579905,-1.0137372,0.07286663,-1.4309362,-1.3731618,0.5090725,0.88324267,1.4661603333333335,-0.48517,4.017,1h_SI3,1h,SI3,6h_ce,6h,ce,4.5021700000000004,1
N900_RS01260,frdB,1.274999,1.2687247,-2.0261366,1.9213637,0.040332735,-1.7501534,0.036940485,0.30427307,1.9510957833333333,-1.3096,4.5376,1h_SI5,1h,SI5,3h_SI7,3h,SI7,5.847200000000001,1
N900_RS01265,frdA,1.3756827,3.2850654,-1.6263039,1.4287947,0.55930984,-2.4757578,0.14449507,-0.018174365,1.546157416666667,-0.69802,4.5877,1h_SI5,1h,SI5,3h_SI4,3h,SI4,5.2857199999999995,0
N900_RS01270,epmA,3.5309308,0.3424275,0.3794598,-0.79297346,-0.23826523,0.52033544,-0.22584474,-0.7326193,-0.8947543666666667,-3.5814,1.5267,12h_SI8,12h,SI8,3h_SI9,3h,SI9,5.1081,1
N900_RS01275,yibN,1.0146244,0.86486775,-0.56666994,-2.0424035,0.31583384,-1.2804376,0.2818456,1.2924672,-0.10389638333333337,-2.6806,4.391,24h_SI5,24h,SI5,6h_ce,6h,ce,7.0716,1
N900_RS01280,secB,2.026345,1.3907614,0.06730259,-2.0815246,-0.020736024,2.1064944,0.017454647,0.3772276,-0.13036073833333334,-1.5787,3.3881,6h_SI4,6h,SI4,6h_SI3,6h,SI3,4.9668,1
N900_RS01285,gpsA,6.7051597,1.729791,0.10935373,0.13711473,0.41054693,-0.53844696,0.07495312,-0.23679674,0.8306441166666667,-1.063,3.039,12h_SI7,12h,SI7,12h_st,12h,st,4.102,0
N900_RS01290,cysE,6.569717,1.7624737,0.02347204,0.25772357,-0.06380211,-0.44215548,-0.08866439,-0.24305469,1.9786214666666666,-0.060292,6.2797,6h_SI9,6h,SI9,12h_SI1,12h,SI1,6.339992,0
N900_RS01295,PadR family transcriptional regulator,3.8642795,0.4586461,-0.6121009,-2.700872,0.25890154,-0.969416,0.12956506,-0.9131058,-1.0386439,-4.3031,4.736,12h_SI7,12h,SI7,6h_st,6h,st,9.0391,1
N900_RS01300,ppc,3.4818237,3.4517143,-1.9562091,-0.6653135,-0.9903488,-3.2131073,0.41208237,2.9557917,1.1711993333333335,-0.36707,4.2879,3h_SI3,3h,SI3,3h_st,3h,st,4.65497,0
N900_RS01305,argE,3.97064,2.354798,-3.005064,-0.6349475,-0.2298746,-2.6514065,1.4863977,0.84440434,1.6609314499999999,0.056167,5.2321,24h_SI9,24h,SI9,1h_SI1,1h,SI1,5.175933,0
N900_RS01310,argC,4.106337,3.3172722,-2.6845138,-1.7636483,0.03820719,-1.9441024,1.0631286,1.1523108,0.7060048716666666,-0.93551,3.0984,3h_st,3h,st,6h_SI3,6h,SI3,4.03391,0
N900_RS01315,argB,4.5297046,2.7674353,-2.9531949,-1.2951953,-0.1068288,-1.4335606,0.11186775,2.1641393,1.4612119833333337,-0.018999,5.2771,6h_st,6h,st,3h_SI1,3h,SI1,5.296099,0
N900_RS01320,argG,1.5721513,2.198598,-1.5924997,-2.760662,0.17221528,-2.4360425,0.5505586,2.038471,-0.29624398333333335,-2.1968,3.8365,12h_SI1,12h,SI1,6h_ce,6h,ce,6.0333000000000006,0
N900_RS01325,argH,0.6395497,0.2955396,-3.4816425,-0.8972735,-1.0447491,-3.137001,-0.6837998,1.4287989,0.16767774833333335,-1.637,6.1234,24h_SI1,24h,SI1,3h_SI1,3h,SI1,7.760400000000001,0
N900_RS01330,VC_2640,0.8340767,1.0643619,-0.40769103,-0.18885374,0.1710341,-0.6557291,0.18254635,-0.061212502,0.6613357058333332,-1.4016,3.192,12h_SI8,12h,SI8,1h_co,1h,co,4.5936,1
N900_RS01335,lpd,4.9122972,2.505409,-1.3955007,-0.34426415,0.058800265,-0.5642478,0.7477692,0.12588614,1.1815606333333335,-0.11837,4.3782,1h_SI5,1h,SI5,6h_SI2,6h,SI2,4.496569999999999,0
N900_RS01340,glutathione peroxidase,3.2201123,3.5633667,-1.1570284,-1.8136168,-1.2465719,1.2781115,1.2525171,2.2807093,1.0858882633333335,-0.40625,4.3226,6h_st,6h,st,3h_SI5,3h,SI5,4.72885,0
N900_RS01345,oxyR,3.331032,2.8928988,-0.39925647,0.33239684,-0.9645244,1.8713785,0.17759967,2.3840392,1.9078638333333335,0.25175,4.7487,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.49695,1
N900_RS01355,pilM,5.451189,3.2875485,0.068139315,-0.08939488,-0.16211501,-1.1150404,0.15892908,0.7800772,1.5490316016666668,-0.097333,4.7508,6h_ce,6h,ce,3h_st,3h,st,4.848133,0
N900_RS01360,pilus assembly protein PilN,5.0327854,3.7631385,-3.6057827,-0.2957511,-1.2069755,-2.755898,0.8896184,1.8967761,1.1552278166666663,-0.41744,3.5303,1h_st,1h,st,6h_SI2,6h,SI2,3.94774,0
N900_RS01370,PilP,2.3102152,2.0000794,-2.6980393,0.3731895,-0.92801356,-3.359533,0.42656794,2.4757538,1.2034335666666667,-0.52898,5.2909,6h_SI2,6h,SI2,3h_SI5,3h,SI5,5.8198799999999995,0
N900_RS01375,fimbrial assembly protein,3.7152162,3.082861,-1.6727395,-1.4673619,-0.6923661,-2.087607,-0.074572586,-0.2701389,0.6893013833333335,-0.6847,3.9846,24h_st,24h,st,6h_SI3,6h,SI3,4.6693,0
