Gene Names	Gene Ontology IDs	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)
fdhD VC_1519	GO:0005737; GO:0006777; GO:0016783; GO:0097163	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	cytoplasm [GO:0005737]	sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]
VC_1511	GO:0005886; GO:0008863; GO:0009055; GO:0009061; GO:0009326; GO:0015944; GO:0022904; GO:0036397; GO:0046872	anaerobic respiration [GO:0009061]; formate oxidation [GO:0015944]; respiratory electron transport chain [GO:0022904]	formate dehydrogenase complex [GO:0009326]; plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; formate dehydrogenase (NAD+) activity [GO:0008863]; formate dehydrogenase (quinone) activity [GO:0036397]; metal ion binding [GO:0046872]
VC_1507	GO:0003849; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0042802	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	cytoplasm [GO:0005737]	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; identical protein binding [GO:0042802]
proQ VC_1497	GO:0005829; GO:0010608; GO:0033592; GO:0034057	post-transcriptional regulation of gene expression [GO:0010608]	cytosol [GO:0005829]	RNA strand annealing activity [GO:0033592]; RNA strand-exchange activity [GO:0034057]
VC_1496	GO:0004175; GO:0005576; GO:0006508; GO:0007165; GO:0008236; GO:0030288	proteolysis [GO:0006508]; signal transduction [GO:0007165]	extracellular region [GO:0005576]; outer membrane-bounded periplasmic space [GO:0030288]	endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]
VC_1494	GO:0005886; GO:0006508; GO:0008237; GO:0008270; GO:0016285	proteolysis [GO:0006508]	plasma membrane [GO:0005886]	alanyl aminopeptidase activity [GO:0016285]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]
zapC VC_1490	GO:0000917; GO:0005737; GO:0043093	division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]	cytoplasm [GO:0005737]	
rmf VC_1484	GO:0005737; GO:0006417	regulation of translation [GO:0006417]	cytoplasm [GO:0005737]	
VC_1482	GO:0004176; GO:0004252; GO:0005524; GO:0006508; GO:0030163	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]		ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]
matP VC_1481	GO:0005737; GO:0006355; GO:0043565; GO:0051301	cell division [GO:0051301]; regulation of DNA-templated transcription [GO:0006355]	cytoplasm [GO:0005737]	sequence-specific DNA binding [GO:0043565]
VC_1448	GO:0005524; GO:0005886; GO:0006508; GO:0008233; GO:0016887; GO:0030253; GO:0030256; GO:0034040; GO:0055085; GO:0140359	protein secretion by the type I secretion system [GO:0030253]; proteolysis [GO:0006508]; transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]; type I protein secretion system complex [GO:0030256]	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; peptidase activity [GO:0008233]
VC_1446	GO:0005524; GO:0005886; GO:0006508; GO:0008233; GO:0016887; GO:0030253; GO:0030256; GO:0034040; GO:0043213; GO:0055085; GO:0140359	bacteriocin transport [GO:0043213]; protein secretion by the type I secretion system [GO:0030253]; proteolysis [GO:0006508]; transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]; type I protein secretion system complex [GO:0030256]	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; peptidase activity [GO:0008233]
VC_1445	GO:0000155; GO:0005524; GO:0016020		membrane [GO:0016020]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]
VC_1439	GO:0004129; GO:0005506; GO:0005886; GO:0006119; GO:0020037	oxidative phosphorylation [GO:0006119]	plasma membrane [GO:0005886]	cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; iron ion binding [GO:0005506]
VC_1437	GO:0005507; GO:0005524; GO:0005886; GO:0016020; GO:0016887; GO:0043682; GO:0055070	copper ion homeostasis [GO:0055070]	membrane [GO:0016020]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; copper ion binding [GO:0005507]; P-type divalent copper transporter activity [GO:0043682]
VC_1427	GO:0005886; GO:0015417; GO:1903711	spermidine transmembrane transport [GO:1903711]	plasma membrane [GO:0005886]	ABC-type polyamine transporter activity [GO:0015417]
VC_1426	GO:0005886; GO:0015417		plasma membrane [GO:0005886]	ABC-type polyamine transporter activity [GO:0015417]
VC_1425	GO:0015847; GO:0019809; GO:0019810; GO:0030288	putrescine transport [GO:0015847]	outer membrane-bounded periplasmic space [GO:0030288]	putrescine binding [GO:0019810]; spermidine binding [GO:0019809]
VC_1424	GO:0015847; GO:0019809; GO:0019810; GO:0030288	putrescine transport [GO:0015847]	outer membrane-bounded periplasmic space [GO:0030288]	putrescine binding [GO:0019810]; spermidine binding [GO:0019809]
tsiV1 VC_1419	GO:0016020		membrane [GO:0016020]	
VC_1414	GO:0004181; GO:0006508; GO:0008270	proteolysis [GO:0006508]		metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]
VC_1410	GO:0005886; GO:0015125; GO:0015721; GO:0046677; GO:1990961	bile acid and bile salt transport [GO:0015721]; response to antibiotic [GO:0046677]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	plasma membrane [GO:0005886]	bile acid transmembrane transporter activity [GO:0015125]
VC_1409	GO:0009279; GO:0015562; GO:0016020; GO:0022857; GO:0055085	transmembrane transport [GO:0055085]	cell outer membrane [GO:0009279]; membrane [GO:0016020]	efflux transmembrane transporter activity [GO:0015562]; transmembrane transporter activity [GO:0022857]
VC_1405	GO:0004888; GO:0006935; GO:0007165; GO:0016020	chemotaxis [GO:0006935]; signal transduction [GO:0007165]	membrane [GO:0016020]	transmembrane signaling receptor activity [GO:0004888]
cheR2 VC_1399	GO:0008276; GO:0008983; GO:0032259	methylation [GO:0032259]		protein methyltransferase activity [GO:0008276]; protein-glutamate O-methyltransferase activity [GO:0008983]
VC_1397	GO:0000155; GO:0000160; GO:0005737; GO:0006935; GO:0050920	chemotaxis [GO:0006935]; phosphorelay signal transduction system [GO:0000160]; regulation of chemotaxis [GO:0050920]	cytoplasm [GO:0005737]	phosphorelay sensor kinase activity [GO:0000155]
VC_1393	GO:0005886; GO:0022857; GO:0055085; GO:1990961	transmembrane transport [GO:0055085]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]
VC_1382	GO:0003723; GO:0003724; GO:0004386; GO:0005524; GO:0005737; GO:0016787		cytoplasm [GO:0005737]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
VC_1376	GO:0005886; GO:0007165; GO:0043709; GO:0052621; GO:1902201	cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]; signal transduction [GO:0007165]	plasma membrane [GO:0005886]	diguanylate cyclase activity [GO:0052621]
VC_1372	GO:0005886; GO:0043709; GO:0052621; GO:1902201	cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	plasma membrane [GO:0005886]	diguanylate cyclase activity [GO:0052621]
VC_1367	GO:0005886; GO:0043709; GO:0052621; GO:1902201	cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	plasma membrane [GO:0005886]	diguanylate cyclase activity [GO:0052621]
VC_1363	GO:0004325; GO:0019354; GO:0043115	siroheme biosynthetic process [GO:0019354]		ferrochelatase activity [GO:0004325]; precorrin-2 dehydrogenase activity [GO:0043115]
VC_1358	GO:0005262; GO:0005886; GO:0030162	regulation of proteolysis [GO:0030162]	plasma membrane [GO:0005886]	calcium channel activity [GO:0005262]
VC_1356	GO:0002143; GO:0005737; GO:0016740; GO:0097163	tRNA wobble position uridine thiolation [GO:0002143]	cytoplasm [GO:0005737]	sulfur carrier activity [GO:0097163]; transferase activity [GO:0016740]
acyP VC_1355	GO:0003998			acylphosphatase activity [GO:0003998]
rlmI VC_1354	GO:0003723; GO:0005737; GO:0016434		cytoplasm [GO:0005737]	RNA binding [GO:0003723]; rRNA (cytosine) methyltransferase activity [GO:0016434]
VC_1353	GO:0005886; GO:0043709; GO:0052621; GO:1902201	cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	plasma membrane [GO:0005886]	diguanylate cyclase activity [GO:0052621]
VC_1350	GO:0005737; GO:0008379; GO:0034599; GO:0042744; GO:0045454	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]	cytoplasm [GO:0005737]	thioredoxin peroxidase activity [GO:0008379]
VC_1349	GO:0000155; GO:0005524; GO:0005886		plasma membrane [GO:0005886]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]
VC_1348	GO:0000160; GO:0008081	phosphorelay signal transduction system [GO:0000160]		phosphoric diester hydrolase activity [GO:0008081]
maiA VC_1347	GO:0004364; GO:0005737; GO:0006559; GO:0006572; GO:0006749; GO:0016034	glutathione metabolic process [GO:0006749]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	cytoplasm [GO:0005737]	glutathione transferase activity [GO:0004364]; maleylacetoacetate isomerase activity [GO:0016034]
VC_1345	GO:0004411; GO:0006559; GO:0006570; GO:0046872	L-phenylalanine catabolic process [GO:0006559]; tyrosine metabolic process [GO:0006570]		homogentisate 1,2-dioxygenase activity [GO:0004411]; metal ion binding [GO:0046872]
VC_1338	GO:0003994; GO:0005829; GO:0006099; GO:0019679; GO:0030350; GO:0046872; GO:0051539	propionate metabolic process, methylcitrate cycle [GO:0019679]; tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]	4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; iron-responsive element binding [GO:0030350]; metal ion binding [GO:0046872]
VC_1337	GO:0005737; GO:0005975; GO:0006099; GO:0019679; GO:0036440; GO:0050440	carbohydrate metabolic process [GO:0005975]; propionate metabolic process, methylcitrate cycle [GO:0019679]; tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]	2-methylcitrate synthase activity [GO:0050440]; citrate synthase activity [GO:0036440]
VC_1325	GO:0030246; GO:0030288; GO:0046872; GO:0055085	transmembrane transport [GO:0055085]	outer membrane-bounded periplasmic space [GO:0030288]	carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]
VC_1321	GO:0004180; GO:0006508; GO:0008955; GO:0009252; GO:0030288	peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]	outer membrane-bounded periplasmic space [GO:0030288]	carboxypeptidase activity [GO:0004180]; peptidoglycan glycosyltransferase activity [GO:0008955]
VC_1319	GO:0000155; GO:0005886		plasma membrane [GO:0005886]	phosphorelay sensor kinase activity [GO:0000155]
VC_1308	GO:0000987; GO:0001216; GO:0005524; GO:0005737; GO:0032993; GO:0045893	positive regulation of DNA-templated transcription [GO:0045893]	cytoplasm [GO:0005737]; protein-DNA complex [GO:0032993]	ATP binding [GO:0005524]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription activator activity [GO:0001216]
VC_1304	GO:0004333; GO:0006091; GO:0046872; GO:0051539	generation of precursor metabolites and energy [GO:0006091]		4 iron, 4 sulfur cluster binding [GO:0051539]; fumarate hydratase activity [GO:0004333]; metal ion binding [GO:0046872]
VC_1300	GO:0003941; GO:0006094; GO:0009063; GO:0046872; GO:0051539	amino acid catabolic process [GO:0009063]; gluconeogenesis [GO:0006094]		4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]
VC_1299	GO:0008616; GO:0046872; GO:0070497	tRNA queuosine(34) biosynthetic process [GO:0008616]		6-carboxytetrahydropterin synthase activity [GO:0070497]; metal ion binding [GO:0046872]
asnS VC_1297	GO:0003676; GO:0004816; GO:0005524; GO:0005737; GO:0006421	asparaginyl-tRNA aminoacylation [GO:0006421]	cytoplasm [GO:0005737]	asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]
VC_1296	GO:0005524; GO:0005829; GO:0008902; GO:0008972; GO:0009228; GO:0009229	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	cytosol [GO:0005829]	ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]
VC_1295	GO:0005886; GO:0007165; GO:0008081	signal transduction [GO:0007165]	plasma membrane [GO:0005886]	phosphoric diester hydrolase activity [GO:0008081]
VC_1293	GO:0004069; GO:0004838; GO:0005829; GO:0030170; GO:0033585; GO:0042802	L-phenylalanine biosynthetic process from chorismate via phenylpyruvate [GO:0033585]	cytosol [GO:0005829]	identical protein binding [GO:0042802]; L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; L-tyrosine-2-oxoglutarate transaminase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]
VC_1289	GO:0004888; GO:0005886; GO:0006935; GO:0007165; GO:0016597; GO:0043200	chemotaxis [GO:0006935]; response to amino acid [GO:0043200]; signal transduction [GO:0007165]	plasma membrane [GO:0005886]	amino acid binding [GO:0016597]; transmembrane signaling receptor activity [GO:0004888]
opgG VC_1288	GO:0003824; GO:0030246; GO:0030288; GO:0051274	beta-glucan biosynthetic process [GO:0051274]	outer membrane-bounded periplasmic space [GO:0030288]	carbohydrate binding [GO:0030246]; catalytic activity [GO:0003824]
opgH VC_1287	GO:0005886; GO:0009250; GO:0016758	glucan biosynthetic process [GO:0009250]	plasma membrane [GO:0005886]	hexosyltransferase activity [GO:0016758]
VC_1285	GO:0000272; GO:0016811; GO:0019213; GO:0046872	polysaccharide catabolic process [GO:0000272]		deacetylase activity [GO:0019213]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; metal ion binding [GO:0046872]
VC_1284	GO:0005829; GO:0005975; GO:0008706; GO:0016616; GO:0046872	carbohydrate metabolic process [GO:0005975]	cytosol [GO:0005829]	6-phospho-beta-glucosidase activity [GO:0008706]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
VC_1283	GO:0005737; GO:0009401; GO:0046872; GO:0090566	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]	metal ion binding [GO:0046872]; protein-phosphocysteine-N,N'-diacetylchitobiose phosphotransferase system transporter activity [GO:0090566]
VC_1281	GO:0005737; GO:0008982; GO:0009401; GO:0016301; GO:0090563	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]
VC_1280	GO:0004553; GO:0005576; GO:0005975; GO:0016810; GO:0030246	carbohydrate metabolic process [GO:0005975]	extracellular region [GO:0005576]	carbohydrate binding [GO:0030246]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]
VC_1275	GO:0005886; GO:0022857		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]
VC_1274	GO:0005886; GO:0022857		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]
VC_1269	GO:0004175; GO:0009254; GO:0030288	peptidoglycan turnover [GO:0009254]	outer membrane-bounded periplasmic space [GO:0030288]	endopeptidase activity [GO:0004175]
VC_1268	GO:0008360; GO:0009252; GO:0016740; GO:0071555; GO:0071972	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]		peptidoglycan L,D-transpeptidase activity [GO:0071972]; transferase activity [GO:0016740]
trhO VC_1259	GO:0006400; GO:0016705	tRNA modification [GO:0006400]		oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
VC_1256	GO:0004748; GO:0005524; GO:0005971; GO:0009263	deoxyribonucleotide biosynthetic process [GO:0009263]	ribonucleoside-diphosphate reductase complex [GO:0005971]	ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]
VC_1255	GO:0004748; GO:0009263; GO:0046872	deoxyribonucleotide biosynthetic process [GO:0009263]		metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]
btuC VC_1244	GO:0005886; GO:0015889; GO:0022857; GO:0090482	cobalamin transport [GO:0015889]	plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]; vitamin transmembrane transporter activity [GO:0090482]
cobT VC_1237	GO:0008939; GO:0009236	cobalamin biosynthetic process [GO:0009236]		nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity [GO:0008939]
