Gene,PCA_MSE,CP_MSE,VAE_MSE,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS07725,0.5780859892615986,0.6125548104757275,0.5548880562955921,rimJ,0.2097655016666667,-1.5308,4.3497,6h_SI2,6h,SI2,1h_ce,1h,ce,5.8805000000000005
N900_RS07730,0.6307504775237446,0.5839681061585141,0.6014156325669544,tyrR,-0.006961833333333337,-1.6368,2.4556,6h_SI1,6h,SI1,6h_SI2,6h,SI2,4.0924
N900_RS07735,0.42470066022622455,0.3173649240702271,0.32674974601463586,VP1870_BLAST,0.4509385999999999,-0.93959,3.252,3h_st,3h,st,6h_SI1,6h,SI1,4.19159
N900_RS07740,0.44912036217221396,0.45272137449133365,0.42068865890342766,ycjx,0.44725967999999994,-0.97049,3.1576,12h_st,12h,st,3h_SI3,3h,SI3,4.12809
N900_RS07745,0.7226925351987592,0.6769912527175772,0.7419012557805877,N900_RS07745,0.08899200000000002,-3.086,4.0135,1h_SI2,1h,SI2,12h_SI2,12h,SI2,7.099499999999999
N900_RS07750,0.6692384109260782,0.6816642343254353,0.6345204250808311,fumB,-0.3102420666666667,-2.237,3.4738,1h_SI3,1h,SI3,3h_SI6,3h,SI6,5.710800000000001
N900_RS07755,0.523064728336162,0.4633179443104874,0.46117144864126947,pabB,-0.3831248333333333,-2.2118,4.0613,24h_SI9,24h,SI9,3h_st,3h,st,6.2731
N900_RS07760,0.2552786285149382,0.29837207224903417,0.2425765241095193,nudL,0.7911077,-0.4541,3.4145,3h_ce,3h,ce,3h_SI3,3h,SI3,3.8686
N900_RS07765,0.34146096584351443,0.36601915893066556,0.29753202631559217,sdaC_2,1.31297405,-0.12973,4.4926,1h_st,1h,st,3h_SI3,3h,SI3,4.622330000000001
N900_RS07770,0.22873818251675362,0.3115887699502034,0.33648162752408656,sdaA_1,-0.23991559999999998,-1.7701,3.6309,12h_SI9,12h,SI9,3h_SI2,3h,SI2,5.401
N900_RS07775,0.5209646734417684,0.5256103684210875,0.47056646104351685,queD,0.4059112,-1.0443,2.9556,6h_SI4,6h,SI4,6h_SI2,6h,SI2,3.9999000000000002
N900_RS07780,0.6069256454296418,0.6169969767088197,0.5881594885509538,methyl-accepting chemotaxis protein_13,0.9406937333333333,-0.62339,4.1889,3h_SI1,3h,SI1,6h_SI4,6h,SI4,4.81229
N900_RS07790,0.3985020252816509,0.44294796933864095,0.4270397290596442,thiD,0.7363055500000002,-0.91134,3.4851,6h_SI2,6h,SI2,6h_SI4,6h,SI4,4.39644
N900_RS07795,0.6011097227027271,0.6341417297684357,0.568277143038311,VC_1295_BLAST,1.115486435,-0.40884,5.0928,3h_SI6,3h,SI6,6h_st,6h,st,5.50164
N900_RS07800,0.6709867658803936,0.5497965668356678,0.5849903315476884,N900_RS07800,0.39623748333333336,-1.1928,3.1142,3h_SI3,3h,SI3,6h_st,6h,st,4.307
N900_RS07805,0.4084719182584535,0.4393003174960602,0.4254908366815936,aspC,-0.02344593333333333,-1.3936,2.7221,1h_co,1h,co,3h_SI3,3h,SI3,4.1157
N900_RS07810,0.6286966924021246,0.5245490921193253,0.6115184302440765,N900_RS07810,0.7776716116666668,-0.84111,3.7476,3h_SI3,3h,SI3,3h_SI2,3h,SI2,4.58871
N900_RS07815,0.36268239386231005,0.3959489708617313,0.36459380652951806,polC_1,0.2592381,-1.4404,3.6986,3h_SI7,3h,SI7,3h_SI3,3h,SI3,5.138999999999999
N900_RS07820,0.3069362438091009,0.3294155980198752,0.30239044145694277,methyl-accepting chemotaxis protein_6,1.1976554216666666,-0.40374,3.9972,12h_st,12h,st,3h_SI3,3h,SI3,4.40094
N900_RS07825,0.6873001631283588,0.6986519697088437,0.7288763565377772,mdoG,-0.4006700966666667,-2.806,4.2332,24h_SI1,24h,SI1,6h_ce,6h,ce,7.0392
N900_RS07830,0.2985589350250192,0.35059646476395845,0.29337527529512886,mdoH,1.0436566333333335,-0.38321,4.4463,12h_st,12h,st,12h_SI1,12h,SI1,4.82951
N900_RS07835,0.3233689774001602,0.34186981829282964,0.36048412883104153,laci_1,1.2769471166666666,-0.34501,4.3803,1h_SI5,1h,SI5,6h_SI2,6h,SI2,4.72531
N900_RS07840,0.9209789793007985,0.8311661511789036,0.8932231946462877,chbG,0.42840743333333337,-0.98467,6.5211,6h_SI1,6h,SI1,6h_ce,6h,ce,7.50577
N900_RS07845,0.28503321965452455,0.3053010454272774,0.3131886597577848,licH,1.2876851933333329,-0.11429,4.4205,6h_SI8,6h,SI8,3h_SI5,3h,SI5,4.534789999999999
N900_RS07850,0.6703097857800274,0.7455271684656802,0.6787626132404198,chbA,0.9988693166666667,-0.069135,5.3257,1h_SI6,1h,SI6,12h_st,12h,st,5.3948350000000005
N900_RS07855,0.3970063900087008,0.3322434606878137,0.35817533549503733,licC,0.47576205000000005,-1.0301,4.1243,24h_SI2,24h,SI2,3h_st,3h,st,5.1544
N900_RS07860,0.7068688121604882,0.6804827707205994,0.7380857850094823,ccmE_2,0.381503475,-1.5445,4.5501,6h_SI7,6h,SI7,3h_SI5,3h,SI5,6.0946
N900_RS07865,0.8062254978951068,0.8764465820328342,0.6940104022137678,cod,0.5750998033333334,-0.84279,4.2379,1h_SI9,1h,SI9,6h_SI2,6h,SI2,5.08069
N900_RS07870,0.27672395070186423,0.2581091445691503,0.22671314300669912,VP1905_BLAST,0.6169574616666665,-0.62781,2.663,12h_SI7,12h,SI7,12h_st,12h,st,3.2908099999999996
N900_RS07875,0.7278213993373976,0.7193101356158121,0.6612936253244189,sarZ_1,1.0538639,-0.5498,3.8071,1h_SI5,1h,SI5,3h_SI5,3h,SI5,4.3569
N900_RS07880,0.22790890735665342,0.23607040934878992,0.19874981895909904,DNA-binding response regulator_1,0.7648298166666668,-0.91705,3.3324,1h_st,1h,st,3h_SI2,3h,SI2,4.2494499999999995
N900_RS07885,0.4256616956255595,0.43758321792866134,0.42390389170529647,nreB,0.34763375,-0.67085,3.5324,1h_SI4,1h,SI4,3h_SI2,3h,SI2,4.20325
N900_RS07890,0.19003460001544184,0.2036188490776655,0.19681442251999037,dctM_2,0.578338605,-0.85087,3.569,6h_SI7,6h,SI7,3h_SI3,3h,SI3,4.4198699999999995
N900_RS07900,0.6504489343526517,0.6556396361627961,0.6668865156641375,ABC transporter substrate-binding protein_3,0.4713469166666666,-1.2679,3.6544,6h_SI3,6h,SI3,3h_SI3,3h,SI3,4.9223
N900_RS07905,0.37894146071270035,0.41964825761458663,0.376189977414719,N900_RS07905,1.4109102999999998,-0.44161,5.0693,1h_SI9,1h,SI9,3h_SI1,3h,SI1,5.51091
N900_RS07910,0.37394870122323326,0.40325403620794015,0.3328511537234538,N900_RS07910,1.250454533333333,-0.39349,4.278,1h_SI7,1h,SI7,3h_SI2,3h,SI2,4.6714899999999995
N900_RS07915,0.8246388683440242,0.8948235170417669,0.8190481309096803,gloC,0.15950206,-2.1452,2.6433,1h_SI9,1h,SI9,6h_SI5,6h,SI5,4.7885
N900_RS07920,0.7535267643002477,0.7503598775070324,0.7330736046397496,"Peptidoglycan L,D-endopeptidase MepK_BLAST",-0.8491850666666667,-3.4032,2.4546,6h_SI8,6h,SI8,3h_SI8,3h,SI8,5.8578
N900_RS07925,0.743219255425302,0.6790713216194787,0.705423316088838,ycbB,0.49579451666666674,-1.0471,3.9059,12h_SI2,12h,SI2,3h_SI2,3h,SI2,4.952999999999999
N900_RS07930,0.33479926004337285,0.33246063139038967,0.32897646356523946,N900_RS07930,0.7327269333333334,-0.7231,3.9735,6h_st,6h,st,3h_SI5,3h,SI5,4.6966
N900_RS07935,0.40870293131426655,0.3846093051133329,0.4117905068150004,iron-regulated protein A,0.7166446316666667,-0.71719,3.298,3h_SI1,3h,SI1,3h_SI4,3h,SI4,4.0151900000000005
N900_RS07940,0.440886178229038,0.4207596259615519,0.42438882941065953,c-type cytochrome,1.2955336666666668,-0.37222,5.0784,1h_SI8,1h,SI8,12h_SI1,12h,SI1,5.450620000000001
N900_RS07945,0.41178467464578256,0.3805339107246864,0.35767378162146723,peptidase_2,0.9119383116666667,-0.48316,3.3304,3h_st,3h,st,3h_SI1,3h,SI1,3.81356
N900_RS07950,0.484694748033873,0.4412186164663227,0.48538603412131925,ribA,1.9820138333333335,-0.52413,4.5176,1h_SI5,1h,SI5,24h_SI2,24h,SI2,5.041729999999999
N900_RS07955,0.5594257333408424,0.5216928532841333,0.4771457418064999,N900_RS07955,1.1621305333333334,-0.45338,5.6762,6h_SI4,6h,SI4,3h_st,3h,st,6.12958
N900_RS07960,0.4103832453248968,0.45352555695904273,0.39118121871124883,setA,1.0041554,-0.9206,4.313,24h_st,24h,st,6h_st,6h,st,5.2336
N900_RS07965,0.37351513002588804,0.48795886863113974,0.41813676941083533,arac,0.4461010766666667,-0.77739,4.0377,24h_st,24h,st,3h_SI1,3h,SI1,4.81509
N900_RS07970,0.45502544214841817,0.46874513232568327,0.48681296932307855,rhodanese-related sulfurtransferase,0.9706993500000001,-1.319,4.2987,6h_SI1,6h,SI1,6h_SI2,6h,SI2,5.6177
N900_RS07995,0.6053026927688596,0.6739314240595857,0.6594852138209869,(Fe-S)-binding protein,-0.08261983333333332,-2.9296,5.2445,12h_SI8,12h,SI8,3h_SI2,3h,SI2,8.174100000000001
N900_RS08005,0.37220256428703835,0.27064165815189534,0.32837831460487,pncC_1,0.5603832333333333,-0.78795,3.7591,12h_st,12h,st,3h_SI5,3h,SI5,4.5470500000000005
N900_RS08010,0.534778856198609,0.4632151835789867,0.5731559396315753,N900_RS08010,0.7961138433333333,-0.72745,3.6007,24h_st,24h,st,3h_SI5,3h,SI5,4.32815
N900_RS08015,0.4429104525917766,0.3523371262950236,0.37535906658287294,glycine cleavage system protein R,0.7186213133333333,-0.39997,3.6933,12h_SI6,12h,SI6,6h_SI1,6h,SI1,4.0932699999999995
N900_RS08020,0.4645115926185767,0.45024466403527064,0.44710310058592856,mcpP_1,0.5777437683333333,-0.81876,3.764,12h_st,12h,st,12h_SI4,12h,SI4,4.5827599999999995
N900_RS08025,0.47416109660887196,0.452120044568362,0.4817407619675077,N900_RS08025,1.226556795,-0.094683,3.9013,1h_st,1h,st,6h_SI2,6h,SI2,3.995983
N900_RS08035,0.33639928077686587,0.41535925396539775,0.41297965096529815,btuD,1.4050578166666667,-0.7945,4.8771,1h_SI8,1h,SI8,3h_SI3,3h,SI3,5.671600000000001
N900_RS08040,0.2296248562664559,0.226456874731857,0.22149213846395935,btuC,0.7169738681666668,-0.368,3.9508,12h_SI6,12h,SI6,3h_st,3h,st,4.3188
N900_RS08045,0.244193612200723,0.2623231227639103,0.22303896117490113,astE,0.8444706985,-0.73355,3.8073,3h_co,3h,co,6h_SI4,6h,SI4,4.54085
N900_RS08050,0.5071162886874124,0.5815789887792071,0.43631520638433247,alpha-ribazole-5'-phosphate phosphatase,1.0708913000000002,-0.52668,4.2858,1h_SI9,1h,SI9,12h_SI1,12h,SI1,4.81248
N900_RS08055,0.4412411856711189,0.3196778268091666,0.38534445551486274,cobU,0.5905539833333333,-1.0332,3.4685,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.5017
N900_RS08060,0.5782234687163437,0.6241987983438544,0.4510591427083275,cobS_1,0.4071855666666667,-1.3873,3.0367,6h_SI2,6h,SI2,12h_SI1,12h,SI1,4.424
N900_RS08065,0.6355848449545177,0.6459462491791668,0.6369060273800807,cobT,0.3133879616666667,-1.3549,3.0054,6h_SI3,6h,SI3,3h_SI2,3h,SI2,4.3603
N900_RS08070,0.5841956063856799,0.4459701374602261,0.5305325526397755,msrB_1,0.8287195166666668,-0.70542,4.5732,6h_SI4,6h,SI4,3h_st,3h,st,5.27862
N900_RS08075,0.28928822088171824,0.21035369295114276,0.23169206747639828,L-cystine transporter,0.9592798333333333,-0.81472,4.9757,1h_SI6,1h,SI6,3h_st,3h,st,5.79042
N900_RS08080,0.32675762166754413,0.3989293658686475,0.2831564216459306,sbcB,0.12967521666666665,-1.9636,3.7547,3h_ce,3h,ce,3h_st,3h,st,5.7183
N900_RS08085,0.7387773221400334,0.8230669591450165,0.7514439675260578,VC0395_A0854_BLAST,0.023085983333333317,-2.2165,4.4172,6h_SI5,6h,SI5,1h_SI1,1h,SI1,6.6337
N900_RS08090,0.5578886896107659,0.5483706339872756,0.4679456636656397,yohK_2,1.3397971666666668,-0.4488,4.5205,6h_SI3,6h,SI3,12h_SI1,12h,SI1,4.9693000000000005
N900_RS08095,0.889118405761656,0.8261471375623566,0.8794245565228146,cdd,0.92044975,-0.98501,5.4696,3h_SI9,3h,SI9,6h_SI2,6h,SI2,6.45461
N900_RS08100,0.5044273323294937,0.5086343404762173,0.4741779928805645,AEC family transporter_1,0.5312292766666669,-0.80901,4.4799,6h_SI4,6h,SI4,1h_SI1,1h,SI1,5.28891
N900_RS08105,0.24569110010620307,0.21814721075362217,0.21480704971334752,purT,1.2393204,-0.25998,4.5228,1h_SI5,1h,SI5,12h_st,12h,st,4.78278
N900_RS08110,0.8639559832646425,0.8252746859240536,0.8416751542083383,N900_RS08110,0.3066408166666667,-2.7477,4.1089,6h_SI7,6h,SI7,3h_SI5,3h,SI5,6.8566
N900_RS08115,0.3465487103783658,0.38415883410653895,0.3025746122288587,tpm,0.9527164016666666,-0.3915,4.1309,6h_ce,6h,ce,1h_ce,1h,ce,4.522399999999999
N900_RS08120,0.5485798298610854,0.5865915783902852,0.5468226819071939,relV,1.2156765500000002,-0.6273,5.0132,3h_SI2,3h,SI2,6h_ce,6h,ce,5.6405
N900_RS08125,0.8104465012423382,0.925084803580027,0.7768733182153801,N900_RS08125,-0.5578300700000001,-1.9154,2.7612,12h_SI7,12h,SI7,3h_SI5,3h,SI5,4.6766000000000005
N900_RS08130,0.2685641747238232,0.2866125620521244,0.19367092050306622,ihfA,-0.9957416666666667,-3.1868,1.0413,6h_SI9,6h,SI9,12h_SI2,12h,SI2,4.2280999999999995
N900_RS08145,0.3496030381393883,0.259296636643504,0.29584426117145407,GNAT family N-acetyltransferase_3,0.8532645333333334,-0.88556,3.9044,1h_SI8,1h,SI8,6h_st,6h,st,4.78996
N900_RS08150,0.3074661207230539,0.26230683199382765,0.06833105443516972,N900_RS08150,0.005595575500000001,0.00033236,0.16587,12h_SI2,12h,SI2,3h_st,3h,st,0.16553763999999999
N900_RS08175,0.14770533642892605,0.15217562602286042,0.03094741690147308,pgsA,1.9096746333333336,0.093918,4.139,12h_ce,12h,ce,12h_st,12h,st,4.045082
N900_RS08180,0.4899005715883141,0.4767919954758906,0.47016476707054244,uvrC,0.7368369233333334,-0.76786,3.7973,12h_co,12h,co,3h_SI1,3h,SI1,4.56516
N900_RS08185,0.5574552170740306,0.5649137509383275,0.5381098547082032,uvrY,-2.0337761666666667,-4.3419,0.92733,12h_co,12h,co,1h_ce,1h,ce,5.26923
N900_RS08190,0.6779819367416464,0.59540063350402,0.6462369224627987,polB,0.7779145800000001,-1.2555,4.4792,6h_co,6h,co,6h_SI1,6h,SI1,5.7347
N900_RS08195,0.4994184314256405,0.40354403396004507,0.5076510810654795,N900_RS08195,1.2475586333333335,0.081734,5.0147,1h_SI8,1h,SI8,12h_SI1,12h,SI1,4.932966
N900_RS08200,0.45429766838288915,0.39886780649834513,0.4365495737643624,nucleotidyltransferase,0.9407429166666668,-0.26924,4.3861,3h_SI3,3h,SI3,6h_SI1,6h,SI1,4.65534
N900_RS08205,0.7164441821381594,0.6540450950322901,0.742157596195691,yeiP,1.0932602333333332,-0.57685,4.7675,12h_SI4,12h,SI4,1h_st,1h,st,5.34435
N900_RS08210,0.38034564040195934,0.3513888159023635,0.3276365445007461,VC0395_A0828_BLAST,0.6092177545,-1.2521,5.1297,3h_SI7,3h,SI7,3h_st,3h,st,6.3818
N900_RS08215,0.7175975808333865,0.6754326658587538,0.7169975281157559,N900_RS08215,0.23704948166666656,-1.4109,4.1066,12h_SI1,12h,SI1,6h_SI1,6h,SI1,5.5175
N900_RS08220,0.45809642566489567,0.5840353366486706,0.5462170014595745,hutC,0.8880298333333333,-1.3759,5.3486,12h_SI8,12h,SI8,6h_SI3,6h,SI3,6.7245
N900_RS08225,0.6952253450691648,0.6961059538458746,0.6801674614231933,hutI,0.012860981666666655,-1.2371,2.366,6h_SI3,6h,SI3,6h_SI2,6h,SI2,3.6031000000000004
N900_RS08230,0.2381363626126712,0.27682133648605073,0.25273639360607386,hutG,0.64989609,-0.8809,3.5459,6h_st,6h,st,3h_SI2,3h,SI2,4.4268
N900_RS08235,0.6888866762600774,0.7159039653580734,0.6252903378138693,hutU,0.10112349999999998,-1.2477,3.2081,3h_SI3,3h,SI3,1h_SI1,1h,SI1,4.4558
N900_RS08240,0.44860386968493826,0.38825718240159457,0.4403603994593011,hutH,1.3871163833333333,-0.67711,5.8738,1h_ce,1h,ce,3h_SI4,3h,SI4,6.55091
N900_RS08245,0.5956082366095872,0.5786133769924364,0.5590031588261529,N900_RS08245,0.6419036783333332,-0.66524,4.5196,3h_SI1,3h,SI1,1h_st,1h,st,5.1848399999999994
N900_RS08250,0.31899242724495996,0.23048615688611865,0.2714937026728799,vesB,0.4382439166666666,-1.0366,4.159,3h_st,3h,st,6h_st,6h,st,5.1956
N900_RS08255,0.3868701954433921,0.3907251751041831,0.34286419339493307,N900_RS08255,0.8918825349999999,-0.51569,3.7589,6h_ce,6h,ce,3h_SI2,3h,SI2,4.27459
N900_RS08260,0.23761278744428163,0.26472180889583774,0.16576087340260867,ydiJ_BLAST,1.0087345483333334,-0.57066,3.5887,1h_SI2,1h,SI2,3h_SI5,3h,SI5,4.1593599999999995
N900_RS08265,0.49055483757917584,0.47935540339807164,0.4859086545538847,N900_RS08265,0.7398509833333335,-0.71186,3.5893,1h_co,1h,co,3h_SI5,3h,SI5,4.30116
N900_RS08270,0.1960288570864696,0.24886523282821443,0.23375876615002514,N900_RS08270,0.9932927833333333,-1.4364,4.3582,1h_SI5,1h,SI5,3h_SI2,3h,SI2,5.7946
N900_RS08275,0.6637215780462165,0.6915292361086589,0.5524568600820277,yiaD,0.9983787883333334,-0.57913,4.8011,3h_SI2,3h,SI2,6h_SI1,6h,SI1,5.38023
N900_RS08280,0.8675493295618667,0.8859359485969921,0.7909131832583056,molecular chaperone DnaJ,-0.8678183333333335,-2.7877,2.6396,6h_SI6,6h,SI6,3h_SI2,3h,SI2,5.427300000000001
N900_RS08285,0.27774868182497303,0.35810315728770836,0.29143900852769744,N900_RS08285,1.1318526666666666,-0.41803,5.0817,3h_SI6,3h,SI6,12h_SI1,12h,SI1,5.49973
N900_RS08290,0.46088329858434535,0.37333981544383615,0.476538622007392,N900_RS08290,0.12254079999999999,-0.99094,3.1197,3h_SI4,3h,SI4,6h_SI2,6h,SI2,4.11064
N900_RS08295,0.37051316552967095,0.4182008004990495,0.31216956040517996,purC,-1.0655877166666667,-3.5147,4.0098,12h_SI7,12h,SI7,1h_ce,1h,ce,7.5245
N900_RS08300,0.7784743388782254,0.5933938966248679,0.8595491390163219,N900_RS08300,0.9797685949999999,-1.0699,4.6016,1h_co,1h,co,3h_SI4,3h,SI4,5.6715
N900_RS08305,0.6798886019042066,0.6698641507526514,0.669275704448305,maeA,-0.4048924666666667,-1.9675,4.2564,24h_SI4,24h,SI4,12h_SI1,12h,SI1,6.2239
N900_RS08310,0.7820314039802833,0.668902282312797,0.7829927049203677,N900_RS08310,-0.6930444166666666,-2.1072,3.3199,6h_SI8,6h,SI8,1h_SI1,1h,SI1,5.4271
N900_RS08315,0.4701831616463298,0.5062205166615309,0.41820906872064917,vancomycin high temperature exclusion protein,0.7663898999999998,-0.81014,4.2345,3h_SI9,3h,SI9,3h_SI1,3h,SI1,5.044639999999999
N900_RS08320,0.5533672011360729,0.6454512747500042,0.5615793469452904,Pseudogene_N900_RS08320,-0.11642185,-2.8364,4.1509,3h_SI6,3h,SI6,1h_SI1,1h,SI1,6.987299999999999
N900_RS08325,0.5787061720865728,0.6146268669756456,0.5105199572936525,sufS_2,0.9886626833333333,-0.43461,5.3232,1h_SI8,1h,SI8,3h_st,3h,st,5.75781
N900_RS08330,0.3352373510404807,0.35414768340963937,0.34117835907889543,agglutination protein,0.6307771166666666,-1.5471,3.9207,6h_co,6h,co,1h_SI1,1h,SI1,5.4678
N900_RS08335,0.7725065498457943,0.6133462311113064,0.742648464743635,trxB,0.059201285000000006,-2.3284,3.0184,3h_SI6,3h,SI6,6h_SI2,6h,SI2,5.3468
N900_RS08350,0.6675615110714334,0.7495479422968966,0.6432380594706848,rluB,-0.24933823166666666,-1.9076,2.8938,1h_SI5,1h,SI5,1h_ce,1h,ce,4.8014
N900_RS08355,0.5775457140889448,0.590468717265981,0.5778453625781893,yciO,1.092501158333333,-0.34357,5.071,6h_SI4,6h,SI4,1h_SI1,1h,SI1,5.414569999999999
N900_RS08360,0.49882173381354206,0.4647530899280719,0.4123218400411656,yciV,0.5423122833333331,-0.77398,4.008,3h_SI4,3h,SI4,6h_SI3,6h,SI3,4.78198
N900_RS08365,0.5981043683087973,0.6493943320419331,0.5870227884850759,N900_RS08365,-0.05110904,-1.5609,3.9462,6h_SI1,6h,SI1,1h_SI1,1h,SI1,5.5071
N900_RS08370,0.5289544134446748,0.5573304794213978,0.5267441183718727,trpE,0.25509840666666667,-1.3532,2.9777,12h_SI1,12h,SI1,6h_SI3,6h,SI3,4.3309
N900_RS08375,0.3864293380765182,0.3852801003012321,0.3657285658383639,trpG_2,0.31859641666666677,-1.1211,3.2824,3h_co,3h,co,3h_SI5,3h,SI5,4.4035
N900_RS08380,0.19038447722645785,0.2802874095882152,0.23445946669237924,trpD,1.642995016666667,-0.75924,4.9603,1h_SI7,1h,SI7,3h_st,3h,st,5.71954
N900_RS08385,0.5468211826973947,0.6384600911238782,0.5640691301513552,trpCF,0.46154173333333337,-1.0333,4.3453,3h_SI9,3h,SI9,3h_SI1,3h,SI1,5.3786000000000005
N900_RS08390,0.5360206278273357,0.5782284433253555,0.5134368590340065,trpB,1.0133360166666665,-0.67254,3.7182,6h_SI1,6h,SI1,3h_SI5,3h,SI5,4.39074
N900_RS08395,0.5347043852034503,0.5165006841113685,0.47944997232309905,trpA,1.05240295,-0.39372,4.541,12h_st,12h,st,3h_SI1,3h,SI1,4.93472
N900_RS08400,0.4862929777240772,0.4725964372759302,0.4549864212405054,dicarboxylate/amino acid:cation symporter,0.8385874833333332,-0.47013,4.1371,6h_st,6h,st,6h_SI3,6h,SI3,4.60723
N900_RS08405,0.6513271620587141,0.6353421710431799,0.6896798090922529,tdk,0.24745970166666667,-1.4536,3.1849,6h_SI1,6h,SI1,6h_st,6h,st,4.6385
N900_RS08415,0.4307002926474325,0.38969880427723486,0.3651752847019206,UPF0759 protein YecE_BLAST,0.8086361965000002,-0.65873,3.31,3h_st,3h,st,12h_SI2,12h,SI2,3.96873
N900_RS08420,0.2946950554543896,0.29582455069711955,0.3275180235969278,cmoA,0.31891053333333325,-1.7111,3.0389,12h_SI7,12h,SI7,3h_SI1,3h,SI1,4.75
N900_RS08425,0.40649487038877496,0.3553102461653348,0.3663252531788828,cmoB,0.7933500966666666,-0.32086,3.5199,24h_st,24h,st,3h_SI4,3h,SI4,3.84076
N900_RS08430,0.44805375806044073,0.3970710728370938,0.42682785382501714,ATP-dependent Zn protease,0.0415046,-2.5977,3.986,6h_SI5,6h,SI5,6h_st,6h,st,6.5837
N900_RS08435,0.5149503149979786,0.517658282125359,0.5648508342718708,gonadoliberin III,-0.3288796,-1.9545,3.6517,24h_SI5,24h,SI5,1h_SI1,1h,SI1,5.606199999999999
N900_RS08440,0.5189837722537608,0.6828582372999603,0.5072727229861171,alpha-L-glutamate ligase-like protein,-0.11738144999999997,-3.7,4.3574,6h_SI6,6h,SI6,6h_SI3,6h,SI3,8.057400000000001
N900_RS08450,0.5245195018535146,0.4552854986719029,0.48531071648432206,N900_RS08450,0.5241945116666666,-1.4596,3.6065,6h_SI1,6h,SI1,3h_SI3,3h,SI3,5.0661000000000005
N900_RS08455,0.3572697136397699,0.3026821765447115,0.26695013209749785,sasA_5,0.7129816333333333,-0.75991,3.6754,12h_SI6,12h,SI6,6h_ce,6h,ce,4.435309999999999
N900_RS08460,0.7617171112795703,0.7304829096196516,0.7292747357533006,response regulator_3,1.0572139166666665,-0.23901,5.8166,12h_SI2,12h,SI2,3h_SI2,3h,SI2,6.055610000000001
N900_RS08465,0.45125827561604265,0.49797019204311593,0.42232184921013227,N900_RS08465,-1.9702411166666667,-5.149,2.1107,12h_SI5,12h,SI5,1h_co,1h,co,7.2597000000000005
N900_RS08470,0.3533610855820902,0.5339573315021725,0.3673979504235975,DNA transformation protein,1.2574838166666666,-1.4547,5.8525,6h_SI5,6h,SI5,12h_SI1,12h,SI1,7.3072
N900_RS08475,0.43624194007838335,0.3920879312410132,0.40408562615541577,N900_RS08475,1.5533004333333333,0.033246,5.1738,1h_SI3,1h,SI3,6h_ce,6h,ce,5.140554
N900_RS08480,0.4261628632033028,0.4262456328945518,0.45393869304676,lyso,1.3188634166666668,-0.29356,3.6736,3h_SI1,3h,SI1,3h_SI6,3h,SI6,3.96716
N900_RS08485,0.47300056778764205,0.522274081340952,0.4384409634334202,N900_RS08485,0.5791421658333333,-0.87926,4.1673,6h_SI4,6h,SI4,3h_SI1,3h,SI1,5.04656
N900_RS08495,0.6704919505348745,0.5698983838665279,0.6798022511554354,hexR,1.4443123333333332,-0.27678,4.4943,3h_co,3h,co,6h_SI3,6h,SI3,4.7710799999999995
N900_RS08500,0.35334678183744417,0.32942687902832635,0.2731268133149977,iron-containing alcohol dehydrogenase_1,1.3094348000000005,-0.1859,5.4874,3h_st,3h,st,3h_SI1,3h,SI1,5.6733
N900_RS08505,0.5340920587832101,0.5321497489891056,0.47266654460398155,grxa,-2.188486333333333,-5.3571,2.7597,12h_SI9,12h,SI9,3h_SI9,3h,SI9,8.1168
N900_RS08510,0.5172900083593984,0.5805539767060632,0.42766986253984485,aspT,0.4992382333333333,-1.3198,3.9205,6h_SI8,6h,SI8,3h_st,3h,st,5.2403
N900_RS08515,0.6236900484604816,0.512409389710602,0.5046571660693028,clpA,1.6179085333333334,-1.8674,4.8621,12h_SI8,12h,SI8,6h_st,6h,st,6.7295
N900_RS08520,0.41853915667794844,0.5235986049137266,0.41494187595143966,clpS,0.9048247966666667,-0.66578,4.461,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.12678
N900_RS08525,0.9038867784578709,0.8839737141740753,0.8371135627523032,cspD,0.8700467099999999,-2.1267,4.163,1h_SI2,1h,SI2,3h_SI6,3h,SI6,6.2897
N900_RS08535,0.41484293229517194,0.43279605302804297,0.41880296451716464,rluE,0.83661715,-0.80434,4.8172,1h_ce,1h,ce,6h_SI2,6h,SI2,5.6215399999999995
N900_RS08540,0.4132993980619057,0.3888639121992823,0.38718622352479065,hisI,0.42766559503333335,-1.0594,3.761,3h_st,3h,st,3h_SI1,3h,SI1,4.8204
N900_RS08545,0.3071415988633552,0.25706062670192065,0.25136357635057327,hisF,1.2253002,-0.47355,4.1565,3h_st,3h,st,3h_SI1,3h,SI1,4.630050000000001
N900_RS08550,0.5734923886080444,0.5533541492618611,0.6132794649513884,hisA,0.6957334300000001,-1.0794,4.6908,1h_ce,1h,ce,6h_SI1,6h,SI1,5.7702
N900_RS08555,0.3423191393234148,0.3149773273561292,0.3123133699575622,hisH,0.97660172,-0.49426,4.7676,12h_SI7,12h,SI7,1h_st,1h,st,5.2618599999999995
N900_RS08560,0.28536859590260766,0.27901426898430665,0.2684310560745813,hisB,0.7740042166666666,-0.66384,3.4869,3h_co,3h,co,3h_SI5,3h,SI5,4.15074
